category,name,quantity,price,date
spices-salt-and-sugar,National Murghi Masala Mix Double Pack,100 gm,Rs. 173,2023-10-11
spices-salt-and-sugar,National Chilli Powder,50 gm,Rs. 105,2023-10-11
spices-salt-and-sugar,ANAR DANA KHATA,200 gm,Rs. 336,2023-10-11
spices-salt-and-sugar,Badyaan KHATAI,100 gm,Rs. 196,2023-10-11
spices-salt-and-sugar,BIG CARDAMOM,100 gm,Rs. 558,2023-10-11
spices-salt-and-sugar,CINAMON STICKS,200 gm,Rs. 302,2023-10-11
spices-salt-and-sugar,CLOVE,100 gm,Rs. 442,2023-10-11
spices-salt-and-sugar,GREEN CARDAMOM,100 gm,Rs. 791,2023-10-11
spices-salt-and-sugar,JAIFEL,50 gm,Rs. 167,2023-10-11
spices-salt-and-sugar,Kalonji,200 gm,Rs. 212,2023-10-11
spices-salt-and-sugar,Rossmoor Ground White Pepper - سفید مرچ پاوڈر,25 gm,Rs. 190,2023-10-11
spices-salt-and-sugar,Shan Beef Biryani Masala,50 gm,Rs. 94,2023-10-11
spices-salt-and-sugar,Shan Chapli Kabab Masla,100 gm,Rs. 119,2023-10-11
spices-salt-and-sugar,Shan Chicken Masala,50 gm,Rs. 81,2023-10-11
spices-salt-and-sugar,Shan Fried Fish Masala,50 gm,Rs. 88,2023-10-11
spices-salt-and-sugar,Shan Fruit Chaat Masala,50 gm,Rs. 52,2023-10-11
spices-salt-and-sugar,Shan Karahi,50 gm,Rs. 108,2023-10-11
spices-salt-and-sugar,Shan Murgh Cholay Masala,50 gm,Rs. 114,2023-10-11
spices-salt-and-sugar,Shan Seekh Kabab,50 gm,Rs. 77,2023-10-11
spices-salt-and-sugar,Shan Tikka Seekh Kabab Masala,50 gm,Rs. 113,2023-10-11
spices-salt-and-sugar,Kilm Parsley Leaves,10 gm,Rs. 140,2023-10-11
spices-salt-and-sugar,Oreal Chinese Chiken Corn Soup,45 gm,Rs. 117,2023-10-11
spices-salt-and-sugar,Shan Zafrani Garam Masala گرم مصالحہ,50 gm,Rs. 234,2023-10-11
spices-salt-and-sugar,Bakea Black Pepper Powder,70 gm,Rs. 324,2023-10-11
spices-salt-and-sugar,Bakea Clove Powder,50 gm,Rs. 468,2023-10-11
spices-salt-and-sugar,Bakea Five Spice,60 gm,Rs. 297,2023-10-11
spices-salt-and-sugar,Bakea Ginger Powder,60 gm,Rs. 270,2023-10-11
salt-sugar,The Salt Company Himalayan Pink Salt,1 kg,Rs. 192,2023-10-11
salt-sugar,Sugar 1 kg - Local,1 kg,Rs. 170,2023-10-11
salt-sugar,Sugar 2Kg - Local,2 kg,Rs. 333,2023-10-11
salt-sugar,Sugar 5Kg - Local,5 kg,Rs. 823,2023-10-11
salt-sugar,Bakea Caster Sugar,300 gm,Rs. 135,2023-10-11
salt-sugar,Bakea Icing Sugar,300 gm,Rs. 131,2023-10-11
salt-sugar,Misri - مسری,50 gm,Rs. 30,2023-10-11
salt-sugar,مسری-Misri,100 gm,Rs. 40,2023-10-11
salt-sugar,National Iodized Pink Himalayan Salt,800 gm,Rs. 90,2023-10-11
salt-sugar,National Iodized Salt,800 gm,Rs. 70,2023-10-11
salt-sugar,National Refined Salt,800 gm,Rs. 70,2023-10-11
salt-sugar,Klim Caster Sugar,300 gm,Rs. 165,2023-10-11
salt-sugar,Sugarie Pure Cane Caster Sugar,300 gm,Rs. 130,2023-10-11
salt-sugar,Klim Icing Sugar,300 gm,Rs. 140,2023-10-11
salt-sugar,Mother Choice Icing Sugar,800 gm,Rs. 345,2023-10-11
salt-sugar,Black Salt,200 gm,Rs. 95,2023-10-11
salt-sugar,Sucral Zero Calories,84 gm,Rs. 580,2023-10-11
salt-sugar,Sucral Zero Drops 5ml,1 unit,Rs. 180,2023-10-11
salt-sugar,Shan Iodized Salt,800 gm,Rs. 65,2023-10-11
salt-sugar,Shan Salt Himalayan Pink,800 gm,Rs. 85,2023-10-11
salt-sugar,Gur Jaggery,500 gm,Rs. 150,2023-10-11
daalain-rice-and-flour,Mash Whole - ماش ثابت,1 kg,Rs. 499,2023-10-11
daalain-rice-and-flour,Kausar Broken Basmati Rice,1 kg,Rs. 272,2023-10-11
daalain-rice-and-flour,Kausar Broken Basmati Rice,5 kg,Rs. 1356,2023-10-11
daalain-rice-and-flour,Kausar Sella Basmati Rice 1KG,1 kg,Rs. 435,2023-10-11
daalain-rice-and-flour,Kausar Steamed Basmati Rice,5 kg,Rs. 2291,2023-10-11
daalain-rice-and-flour,Kausar Super Kernel Basmati Rice,5 kg,Rs. 2228,2023-10-11
daalain-rice-and-flour,Kausar Supreme Basmati Rice 1KG,1 kg,Rs. 451,2023-10-11
daalain-rice-and-flour,Sunridge Fortified Chakki Atta 5KG,5 kg,Rs. 971,2023-10-11
daalain-rice-and-flour,Sunridge Super White Atta 5KG,5 kg,Rs. 971,2023-10-11
daalain-rice-and-flour,Guard Supreme Basmati Rice 2KG,2 kg,Rs. 920,2023-10-11
daalain-rice-and-flour,Guard Tibar Basmati Rice 5KG,5 kg,Rs. 1845,2023-10-11
daalain-rice-and-flour,Guard Ultimate Basmati Rice 1KG,1 kg,Rs. 504,2023-10-11
daalain-rice-and-flour,Guard Ultimate Basmati Rice 2KG,2 kg,Rs. 1035,2023-10-11
daalain-rice-and-flour,Punjab Atta 15KG,15 kg,Rs. 2250,2023-10-11
daalain-rice-and-flour,Baisin - بیسن,1 kg,Rs. 350,2023-10-11
daalain-rice-and-flour,Suji,500 gm,Rs. 150,2023-10-11
daalain-rice-and-flour,Black Chana - کالا چنا,1 kg,Rs. 365,2023-10-11
daalain-rice-and-flour,Daal Chana - دال چنا,1 kg,Rs. 355,2023-10-11
daalain-rice-and-flour,Daal Chana - دال چنا,500 gm,Rs. 178,2023-10-11
daalain-rice-and-flour,Daal Chana Bold - دال چنا بڑی,1 kg,Rs. 390,2023-10-11
daalain-rice-and-flour,Daal Chana Bold - دال چنا بڑی,500 gm,Rs. 185,2023-10-11
daalain-rice-and-flour,Daal Mash Washed - دال ماش دھلی,500 gm,Rs. 365,2023-10-11
daalain-rice-and-flour,Daal Mash Washed - دال ماش دھلی ہوئی,1 kg,Rs. 730,2023-10-11
daalain-rice-and-flour,Kabuli Chana - کابلی چنا,500 gm,Rs. 310,2023-10-11
daalain-rice-and-flour,Khalis Food Masoor Washed - دال مسور دھلی ہوئی,1 kg,Rs. 500,2023-10-11
daalain-rice-and-flour,Mash Shelled - دال ماش چھلکے والی,1 kg,Rs. 620,2023-10-11
daalain-rice-and-flour,Mash Shelled - دال ماش چھلکے والی,500 gm,Rs. 330,2023-10-11
daalain-rice-and-flour,Mash Whole - دال ماش ثابت,500 gm,Rs. 285,2023-10-11
daalain-rice-and-flour,Masoor Washed - دال مسور دھلی,500 gm,Rs. 250,2023-10-11
daalain-rice-and-flour,Masoor Whole - مسور ثابت,1 kg,Rs. 480,2023-10-11
noodles-pasta,Kolson Ridged Elbow,400 gm,Rs. 149,2023-10-11
noodles-pasta,Kolson Pasta Vermicelli - Sawaiyan - کولسن پاستا سویاں,375 gm,Rs. 100,2023-10-11
noodles-pasta,Shan Vermicelli,150 gm,Rs. 90,2023-10-11
noodles-pasta,Kolson Achari Qeema Macaroni,250 gm,Rs. 125,2023-10-11
noodles-pasta,Kolson Chunky Chicken Noodle,65 gm,Rs. 60,2023-10-11
noodles-pasta,Kolson Dhanak,200 gm,Rs. 70,2023-10-11
noodles-pasta,Kolson Dhanak,400 gm,Rs. 135,2023-10-11
noodles-pasta,Kolson Egg Noodles,227 gm,Rs. 150,2023-10-11
noodles-pasta,Kolson Elbow Macroni,400 gm,Rs. 175,2023-10-11
noodles-pasta,Kolson Fiery Chatpata Noodle,65 gm,Rs. 65,2023-10-11
noodles-pasta,Kolson Green Tikka Macaroni,250 GM,Rs. 125,2023-10-11
noodles-pasta,Kolson Large Elbow,400 gm,Rs. 175,2023-10-11
noodles-pasta,Kolson Large Shell,400 gm,Rs. 175,2023-10-11
noodles-pasta,Kolson Long Macaroni,450 gm,Rs. 180,2023-10-11
noodles-pasta,Kolson Pasta Malai Boti Macaroni,1 unit,Rs. 115,2023-10-11
noodles-pasta,Kolson Penne Macroni,400 gm,Rs. 150,2023-10-11
noodles-pasta,Kolson Spaghetti,450 gm,Rs. 185,2023-10-11
noodles-pasta,Kolson Spaghetti,500 gm,Rs. 210,2023-10-11
noodles-pasta,Kolson Spiral,400 gm,Rs. 175,2023-10-11
noodles-pasta,Kolson Tikka Macaroni,250 GM,Rs. 125,2023-10-11
noodles-pasta,Kolson Twisted Elbow,400 gm,Rs. 175,2023-10-11
noodles-pasta,NATURES 400g ELBOW MEDIUM PASTA,400 gm,Rs. 190,2023-10-11
noodles-pasta,Bake Parlor Roasted Vermicelli,425 gm,Rs. 180,2023-10-11
noodles-pasta,Color Flavored Vermicelli,200 gm,Rs. 65,2023-10-11
noodles-pasta,Bake Parlor Balti Macaroni,250 gm,Rs. 145,2023-10-11
noodles-pasta,Bake Parlor Bar B Que Macaroni,250 gm,Rs. 140,2023-10-11
noodles-pasta,Bake Parlor Bihari Boti Macaroni,250gm,Rs. 135,2023-10-11
noodles-pasta,Bake Parlor Biryani Macaroni,250 gm,Rs. 135,2023-10-11
noodles-pasta,Bake Parlor Cajun Spaghetti,250 gm,Rs. 145,2023-10-11
noodles-pasta,Bake Parlor Chicken Manchurian,250 gm,Rs. 145,2023-10-11
sauces-olives-and-pickles,Nandos Peri-Peri Lemon & Herb Extra Mild Sauce,250 gm,Rs. 1035,2023-10-11
sauces-olives-and-pickles,Dipitt Jalapeno Salsa,300 gm,Rs. 455,2023-10-11
sauces-olives-and-pickles,Shan Mango Pickle,1 kg,Rs. 558,2023-10-11
sauces-olives-and-pickles,Mitchells Lemon Juice,300 ml,Rs. 266,2023-10-11
sauces-olives-and-pickles,Kausar Garlic Paste,330 gm,Rs. 244,2023-10-11
sauces-olives-and-pickles,Kausar Ginger Paste 330g,330 gm,Rs. 252,2023-10-11
sauces-olives-and-pickles,Mitchells Green Chilli Sauce,300 gm,Rs. 203,2023-10-11
sauces-olives-and-pickles,Shangrila Peri Peri Garlic,295 gm,Rs. 347,2023-10-11
sauces-olives-and-pickles,Youngs Mayo Chup,500 gm,Rs. 441,2023-10-11
sauces-olives-and-pickles,Nandos Per-Peri Sauce Medium,250 gm,Rs. 1035,2023-10-11
sauces-olives-and-pickles,Nandos Peri-Peri Sauce Hot,250 gm,Rs. 1035,2023-10-11
sauces-olives-and-pickles,Fruitamins Tomato Paste,800 gm,Rs. 555,2023-10-11
sauces-olives-and-pickles,Dipitt Buffalo Hot Sauce,300 gm,Rs. 365,2023-10-11
sauces-olives-and-pickles,Dipitt Buffalo Sauce,300 gm,Rs. 365,2023-10-11
sauces-olives-and-pickles,Dipitt Chilli Sauce,290 gm,Rs. 136,2023-10-11
sauces-olives-and-pickles,Dipitt Peri Peri Mild Sauce,300 gm,Rs. 410,2023-10-11
sauces-olives-and-pickles,American Garden BBQ Sauce,510 gm,Rs. 1292,2023-10-11
sauces-olives-and-pickles,American Garden Steak Sauce Classic,284 gm,Rs. 945,2023-10-11
sauces-olives-and-pickles,American Garden U.S Mustard Gluten Free,397 gm,Rs. 1022,2023-10-11
sauces-olives-and-pickles,Al Ameera Tahina-تاہینہ ساس,600 gm,Rs. 1473,2023-10-11
sauces-olives-and-pickles,Hellmann's Real Mayonnaise Irresistible Taste,900 ml,Rs. 824,2023-10-11
sauces-olives-and-pickles,Dipitt Mango Habanero Sauce,320 gm,Rs. 293,2023-10-11
sauces-olives-and-pickles,Dipitt Salsa Sauce,300 gm,Rs. 396,2023-10-11
sauces-olives-and-pickles,Dipitt Soy Sauce,310 gm,Rs. 365,2023-10-11
sauces-olives-and-pickles,Dipitt Soysauce,60 ml,Rs. 135,2023-10-11
sauces-olives-and-pickles,Youngs Red Chilli Sauce,500 gm,Rs. 483,2023-10-11
sauces-olives-and-pickles,Mitchells Garlic Paste,320 gm,Rs. 421,2023-10-11
sauces-olives-and-pickles,Mitchells Ginger Paste,320 gm,Rs. 421,2023-10-11
sauces-olives-and-pickles,Mitchells Jar Tomato Paste,850 gm,Rs. 711,2023-10-11
sauces-olives-and-pickles,Mitchells Tomato Puree,450 gm,Rs. 410,2023-10-11
cans-jars,American Garden Green Olives Whole,450 gm,Rs. 1045,2023-10-11
cans-jars,Figaro Green Stuffed Olive,450 gm,Rs. 722,2023-10-11
cans-jars,American Garden Black Olives Pitted,450 gm,Rs. 1215,2023-10-11
cans-jars,American Garden Green Olives Sliced,450 gm,Rs. 1045,2023-10-11
cans-jars,American Garden Green Olives Stuffed,450 gm,Rs. 1045,2023-10-11
cans-jars,Figaro Black Olives Pitted,220 gm,Rs. 1093,2023-10-11
cans-jars,Figaro Black Plain Olive,575 gm,Rs. 2025,2023-10-11
cans-jars,Figaro Green Olives Pitted,110 gm,Rs. 731,2023-10-11
cans-jars,Figaro Pitted Green olives,450 gm,Rs. 1035,2023-10-11
cans-jars,Figaro Plain Black Olives,240 gm,Rs. 810,2023-10-11
cans-jars,Figaro Plain Green Olive,270 gm,Rs. 479,2023-10-11
cans-jars,Figaro Plain Green Olives,575 gm,Rs. 2282,2023-10-11
cans-jars,American Garden Cherry Topping & Filling,595 gm,Rs. 1701,2023-10-11
cans-jars,Fruitamins Mushroom (Sliced),400 gm,Rs. 404,2023-10-11
cans-jars,Fruitamins Mushroom (Whole),400 gm,Rs. 455,2023-10-11
cans-jars,Natures Home Mushrooms Choice Slices,330 gm,Rs. 375,2023-10-11
cans-jars,Natures Home Mushrooms Pieces & Stems,380 gm,Rs. 330,2023-10-11
cans-jars,Natures Home Mushrooms Whole Straw,380 gm,Rs. 290,2023-10-11
cans-jars,Fruitamins Fruit Cocktail,567 gm,Rs. 700,2023-10-11
cans-jars,Fruitamins Fruit Cocktail (Thai),234 gm,Rs. 360,2023-10-11
cans-jars,Fruitamins Fruit Cocktail (Thai),850 gm,Rs. 785,2023-10-11
cans-jars,Fruitamins Pineapple Broken,565 gm,Rs. 720,2023-10-11
cans-jars,Fruitamins Sweet Corn,405 gm,Rs. 442,2023-10-11
cans-jars,American Garden Green Olives Pitted,450 gm,Rs. 1250,2023-10-11
cans-jars,American Garden Baked Beans In Tomato Sauce,420 gm,Rs. 525,2023-10-11
cans-jars,Figaro Green Olives Pitted,160 gm,Rs. 882,2023-10-11
cans-jars,Figaro Green Olives Plain,340 gm,Rs. 520,2023-10-11
cans-jars,Figaro Green Olives With Minced Pimiento,142 gm,Rs. 599,2023-10-11
cans-jars,Figaro Green Olives With Pimiento Pste,240 gm,Rs. 695,2023-10-11
cans-jars,Natures Own Mushrooms Slice,400 gm,Rs. 320,2023-10-11
baking-and-desserts,Bakea Cake Mix Dark Chocolate,430 gm,Rs. 364,2023-10-11
baking-and-desserts,Rafhan Banana Custard,275 gm,Rs. 176,2023-10-11
baking-and-desserts,My Cook Cardamom Essence,28 ml,Rs. 77,2023-10-11
baking-and-desserts,MY COOK FOOD COLOR BLUE,28 ml,Rs. 63,2023-10-11
baking-and-desserts,MY COOK FOOD COLOR YELLOW,28 ml,Rs. 63,2023-10-11
baking-and-desserts,Rossmoor Gelatine,50 gm,Rs. 217,2023-10-11
baking-and-desserts,Food Net Biryani Essence,25 ml,Rs. 91,2023-10-11
baking-and-desserts,Food Net Chocolate Essence,25 ml,Rs. 86,2023-10-11
baking-and-desserts,Food Net Sandal Essence,25 ml,Rs. 72,2023-10-11
baking-and-desserts,National Banana Custard Powder,120 gm,Rs. 90,2023-10-11
baking-and-desserts,Laziza Firni Khas Kewra,150 gm,Rs. 133,2023-10-11
baking-and-desserts,Laziza Firni Khas Saffron,150 gm,Rs. 133,2023-10-11
baking-and-desserts,Laziza Ras Malai Mix Almond,75 gm,Rs. 198,2023-10-11
baking-and-desserts,Laziza Ras Malai Pista Mix Standard,75 gm,Rs. 203,2023-10-11
baking-and-desserts,Laziza Sheer Khurma Saffron,160 gm,Rs. 198,2023-10-11
baking-and-desserts,Crave Dark Choco Bliss,500 gm,Rs. 711,2023-10-11
baking-and-desserts,Crave Milky Choco Bliss,500 gm,Rs. 628,2023-10-11
baking-and-desserts,Bakea Cooking Chocolate Dark,200 gm,Rs. 369,2023-10-11
baking-and-desserts,Bakea Cooking Chocolate Milk,450 gm,Rs. 747,2023-10-11
baking-and-desserts,Bakea Premium Coca Powder,100 gm,Rs. 315,2023-10-11
baking-and-desserts,Shan Badam Kheer Mix,150 gm,Rs. 138,2023-10-11
baking-and-desserts,Bakea Banana Custard Powder,250 gm,Rs. 180,2023-10-11
baking-and-desserts,Bakea Mango Custard Powder,250 gm,Rs. 180,2023-10-11
baking-and-desserts,Bakea Strawberry Custard Powder,250 gm,Rs. 180,2023-10-11
baking-and-desserts,Bakea Vanilla Custard Powder,250 gm,Rs. 176,2023-10-11
baking-and-desserts,Bakea Kheer Mix Original,155 gm,Rs. 135,2023-10-11
baking-and-desserts,Bakea Kheer Mix Kajoo,155 gm,Rs. 135,2023-10-11
baking-and-desserts,Bakea Kheer Mix Pista,155 gm,Rs. 135,2023-10-11
baking-and-desserts,Bakea Kheer Mix Vermacilli,155 gm,Rs. 135,2023-10-11
baking-and-desserts,Bakea Kulfa Khoya Mix,152 gm,Rs. 162,2023-10-11
chicken,Chicken Drum Stick (چکن ڈرم سٹک),1000 gm,Rs. 722,2023-10-11
chicken,Chicken Breast Mince - Meatman,500 gm,Rs. 384,2023-10-11
chicken,Chicken Boneless Cubes - Meatman,500 gm,Rs. 388,2023-10-11
chicken,Chicken Karahi Cut (چکن کراہی کٹ),1000 gm,Rs. 645,2023-10-11
chicken,Chicken Breast Boneless - Meatman,500 gm,Rs. 488,2023-10-11
chicken,Whole Chicken Skinless - ( 850 - 1000) grams,1 unit,Rs. 667,2023-10-11
chicken,Whole Chicken With Skin ( Appx 1100 GM),1 unit,Rs. 650,2023-10-11
chicken,Whole Chicken Desi (700 to 1000gm) دیسی چکن,1 unit,Rs. 1459,2023-10-11
chicken,Chicken Biryani Cut - چکن بریانی کٹ,1000 gm,Rs. 644,2023-10-11
chicken,Chicken Mince - چکن قیمہ,500 gm,Rs. 500,2023-10-11
chicken,Chicken Breast Boneless (Fillet) (چکن بون لیس),1 kg,Rs. 1050,2023-10-11
chicken,Chicken Steak Fillet (Thin Slice 5 PCS),500 gm,Rs. 530,2023-10-11
chicken,Chicken Thigh Bone In ( 4 PCS ),1 unit,Rs. 335,2023-10-11
chicken,Chicken Thigh Boneless (چکن تھا ی بو ن لیس),1000 gm,Rs. 1075,2023-10-11
chicken,Chicken Boneless Cubes,500 gm,Rs. 499,2023-10-11
chicken,Leg Tikka 3 Pieces,800 gm,Rs. 525,2023-10-11
chicken,Chicken Wings Skinless (چکن ونگ سکن لیس),1000 gm,Rs. 395,2023-10-11
chicken,Chicken Neck,1000 gm,Rs. 240,2023-10-11
chicken,Chicken Liver,500 gm,Rs. 170,2023-10-11
chicken,Chicken Gizzard,500 gm,Rs. 225,2023-10-11
chicken,Chicken Lollipop ( 10 PCS ),1 unit,Rs. 265,2023-10-11
chicken,Chicken Wings With Skin,1 kg,Rs. 650,2023-10-11
chicken,Fried Chicken Cut (With Skin 9 PCS ),1 unit,Rs. 635,2023-10-11
chicken,Chicken Karahi Cut - Meatman,1 kg,Rs. 613,2023-10-11
chicken,Chicken Biryani Cut - Meatman,1 kg,Rs. 613,2023-10-11
chicken,Chicken Boti Cut - ALMEES,800 gm,Rs. 572,2023-10-11
chicken,Chicken Thigh Boneless - Meatman,500 gm,Rs. 449,2023-10-11
chicken,Chicken Drum Stick - Meatman,1 kg,Rs. 633,2023-10-11
chicken,Chicken Drumstick - ALMEES,800 gm,Rs. 599,2023-10-11
chicken,Chicken Boneless Cube - ALMEES,500 gm,Rs. 582,2023-10-11
boneless-fish,White pomfret 800-GM,800 gm,Rs. 1455,2023-10-11
boneless-fish,Surmai (king Fish),800 gm,Rs. 1425,2023-10-11
boneless-fish,Fish Finger (Marlin-Boneless),500 gm,Rs. 712,2023-10-11
boneless-fish,Red Snapper 800gm,800 gm,Rs. 1360,2023-10-11
boneless-fish,Fish Biscuits (Crumbs),330 gm,Rs. 598,2023-10-11
boneless-fish,Cocker Fish ( Mushka ),800 gm,Rs. 1070,2023-10-11
mutton,Mutton Mince (مٹن قیمہ),500 gm,Rs. 1330,2023-10-11
mutton,Mutton Paya ( 4 Pcs ),1 unit,Rs. 1360,2023-10-11
mutton,Mutton Brain 3(PCs),1 unit,Rs. 1030,2023-10-11
mutton,Mutton Mix 450-GM,450 gm,Rs. 1159,2023-10-11
mutton,Mutton Leg 450-GM,450 gm,Rs. 1229,2023-10-11
mutton,Mutton Back Chop 450-GM,450 gm,Rs. 1222,2023-10-11
mutton,Mutton Shoulder 450-GM,450 gm,Rs. 1200,2023-10-11
mutton,Dumba Fat (Charbi),250 gm,Rs. 599,2023-10-11
mutton,Mutton Trotters / Payee - ALMEES,4 piece,Rs. 990,2023-10-11
mutton,Mutton Mince - ALMEES,500 gm,Rs. 1012,2023-10-11
mutton,Mutton Shoulder - ALMEES,900 gm,Rs. 2068,2023-10-11
mutton,Mutton Shin / Machli - ALMEES,900 gm,Rs. 2035,2023-10-11
mutton,Mutton Biryani Cut - ALMEES,900 gm,Rs. 1485,2023-10-11
mutton,Mutton Front Chop - ALMEES,900 gm,Rs. 1925,2023-10-11
beef,Beef Mince (بیف قیمہ),500 gm,Rs. 537,2023-10-11
beef,Beef Boneless Cubes (بیف بون لیس کیوبس),900 gm,Rs. 1074,2023-10-11
beef,Veal Mix (ویل مکس),1000 gm,Rs. 950,2023-10-11
beef,Veal Paya 1pc,1 unit,Rs. 678,2023-10-11
beef,Veal Mince,500 gm,Rs. 695,2023-10-11
beef,Veal Boneless Cube,500 gm,Rs. 588,2023-10-11
beef,Beef Bong with bones,1 kg,Rs. 850,2023-10-11
beef,Beef Mix - ALMEES,900 gm,Rs. 748,2023-10-11
beef,Beef Boneless Cube - ALMEES,900 gm,Rs. 990,2023-10-11
beef,Beef Nehari Cut - ALMEES,900 gm,Rs. 770,2023-10-11
beef,Veal Mix - ALMEES,900 gm,Rs. 845,2023-10-11
beef,Veal Boneless Cube - ALMEES,900 gm,Rs. 1100,2023-10-11
marinated-chicken,Tender Pops- ALMEES,780 gm,Rs. 858,2023-10-11
marinated-chicken,Krunchings- ALMEES,750 gm,Rs. 615,2023-10-11
marinated-chicken,Tikka Topping- ALMEES,500 gm,Rs. 715,2023-10-11
marinated-chicken,Fajita Topping- ALMEES,500 gm,Rs. 715,2023-10-11
sea-food,Prawns IQF Small,500 gm,Rs. 650,2023-10-11
sea-food,Prawns IQF Jumbo size 70/90,500 gm,Rs. 690,2023-10-11
sea-food,Prawns IQF Tail on size 16/20,500 gm,Rs. 920,2023-10-11
sea-food,Prawns IQF Tail on size 26/30,500 gm,Rs. 800,2023-10-11
quails-duck-rabbit,Quails BBQ (90g-100g ) بٹیر,5 piece,Rs. 966,2023-10-11
quails-duck-rabbit,Quails Roast (90g-100g ) بٹیر روسٹ,5 piece,Rs. 967,2023-10-11
pencils-sharpeners,Lead Pencil Atlas (12),1 unit,Rs. 330,2023-10-11
pencils-sharpeners,Lead Pencils Roshan (12),1 unit,Rs. 290,2023-10-11
pencils-sharpeners,Nib Change Pencil 2Pcs,1 unit,Rs. 100,2023-10-11
pencils-sharpeners,Sharpener 4S,1 unit,Rs. 199,2023-10-11
pens-ink,Clipper Blue Ballpoint,1 unit,Rs. 230,2023-10-11
pens-ink,Couple Ink Pen,1 unit,Rs. 425,2023-10-11
pens-ink,Disney Color Pen (6pcs),1 unit,Rs. 200,2023-10-11
pens-ink,Dollar SP10 2Ps,1 unit,Rs. 230,2023-10-11
pens-ink,Dollar Black Ink 30ml,1 unit,Rs. 65,2023-10-11
pens-ink,Dollar Black Ink 60ml,1 unit,Rs. 85,2023-10-11
pens-ink,Dollar Blue Ink 30ml,1 unit,Rs. 65,2023-10-11
pens-ink,Ecno Marker Box Blue,1 unit,Rs. 215,2023-10-11
pens-ink,Fancy Ink Pen,1 unit,Rs. 350,2023-10-11
pens-ink,Gel Pen 4Ps,1 unit,Rs. 235,2023-10-11
pens-ink,Goldfish Fountain Pen 2PS,1 unit,Rs. 265,2023-10-11
pens-ink,Ink Pen Ice Cream 2PS,1 unit,Rs. 400,2023-10-11
pens-ink,Marker Box 604,1 unit,Rs. 220,2023-10-11
pens-ink,Marker Box 605,1 unit,Rs. 215,2023-10-11
pens-ink,Piano Click Blue Ball Point,1 unit,Rs. 215,2023-10-11
pens-ink,Piano Pro Blue Ballpoint,1 unit,Rs. 215,2023-10-11
pens-ink,Piano Red 0.7 Ballpoint,12 unit,Rs. 280,2023-10-11
pens-ink,Piano Red Ink 30ml,1 unit,Rs. 65,2023-10-11
pens-ink,Signature Blue Ballpoint,1 unit,Rs. 230,2023-10-11
erasers-removers,Ink Remover 3PS,1 unit,Rs. 110,2023-10-11
erasers-removers,Whitener 2PS,1 unit,Rs. 170,2023-10-11
measuring-tools,Geometry Box,1 unit,Rs. 470,2023-10-11
measuring-tools,Geometry Box (Local),1 unit,Rs. 80,2023-10-11
measuring-tools,ORO Scale 6 Inches,1 unit,Rs. 45,2023-10-11
measuring-tools,Protector,1 unit,Rs. 30,2023-10-11
measuring-tools,Scale ABC,1 unit,Rs. 45,2023-10-11
measuring-tools,Scale 12 Inches,1 unit,Rs. 70,2023-10-11
measuring-tools,Scale 12 Inches (Local),1 unit,Rs. 45,2023-10-11
tape-glue,Duct Tape 1.5 inch,1 unit,Rs. 180,2023-10-11
tape-glue,Duct Tape 2 inch,1 unit,Rs. 200,2023-10-11
tape-glue,Fomic Tape 1 inch,1 unit,Rs. 200,2023-10-11
tape-glue,Gmsa glue 20g,1 unit,Rs. 250,2023-10-11
tape-glue,Gmsa Glue Mini,1 unit,Rs. 120,2023-10-11
tape-glue,Samad Bond Small,1 unit,Rs. 140,2023-10-11
tape-glue,Scotch Tape 2 inch,1 unit,Rs. 230,2023-10-11
tape-glue,Tick Glue Stick 8g,1 unit,Rs. 100,2023-10-11
tape-glue,UHU Glue 12ml,1 unit,Rs. 255,2023-10-11
tape-glue,UHU Glue 21ml,1 unit,Rs. 350,2023-10-11
tape-glue,UHU Glue 35ml,1 unit,Rs. 470,2023-10-11
tape-glue,UHU Glue 60ml,1 unit,Rs. 590,2023-10-11
tape-glue,UHU Glue 7ml,1 unit,Rs. 70,2023-10-11
tape-glue,UHU Glue Stick 21g,1 unit,Rs. 470,2023-10-11
tape-glue,UHU Glue Stick 8g,1 unit,Rs. 170,2023-10-11
notebooks-papers,4 Subject Register,1 unit,Rs. 410,2023-10-11
notebooks-papers,5 Subject Register,1 unit,Rs. 490,2023-10-11
notebooks-papers,6 Subject Register,1 unit,Rs. 699,2023-10-11
notebooks-papers,7 Subject Register,1 unit,Rs. 699,2023-10-11
notebooks-papers,A4 Paper Size 50pcs,1 unit,Rs. 210,2023-10-11
notebooks-papers,Assignment Sheets,1 unit,Rs. 590,2023-10-11
notebooks-papers,Broad Line Register (Premium Quality) #265,1 unit,Rs. 320,2023-10-11
notebooks-papers,Broad Line Register (Premium Quality) #325,1 unit,Rs. 590,2023-10-11
notebooks-papers,Broad Line Sheet (AP),1 unit,Rs. 290,2023-10-11
notebooks-papers,Broad Line Sheets,1 unit,Rs. 180,2023-10-11
notebooks-papers,Broad Line Sheets (Premium Quality),1 unit,Rs. 225,2023-10-11
notebooks-papers,Broad Line Sheets (SP),1 unit,Rs. 299,2023-10-11
notebooks-papers,Color Paper A4 Size,20 piece,Rs. 180,2023-10-11
notebooks-papers,Counting Book,1 unit,Rs. 180,2023-10-11
notebooks-papers,English Register #150,1 unit,Rs. 180,2023-10-11
notebooks-papers,English Sheets,1 unit,Rs. 180,2023-10-11
